year, month, day, tmax, tavg, tmin, humid, wind, sunshine, rainfall, snow, cloud
2022, 3, 12, 22.2, 16.4, 9.7, 63.6, 2.2, 4.0, 0.0, 0.0, 6.3
2022, 3, 13, 18.4, 14.8, 11.7, 88.4, 1.6, 0.0, 24.1, 0.0, 9.9
2022, 3, 14, 17.2, 10.8, 5.3, 91.4, 2.1, 0.1, 7.7, 0.0, 9.5
2022, 3, 15, 15.4, 8.9, 4.3, 69.6, 1.6, 8.9, 0.0, 0.0, 3.8
2022, 3, 16, 19.9, 11.7, 4.4, 58.5, 1.2, 9.1, 0.0, 0.0, 3.0
2022, 3, 17, 13.0, 10.6, 7.7, 73.0, 1.6, 0.0, 3.2, 0.0, 10.0
2022, 3, 18, 11.0, 7.9, 6.9, 82.4, 1.8, 0.0, 1.9, 0.0, 10.0
2022, 3, 19, 7.0, 4.8, 3.1, 83.8, 2.6, 0.2, 17.8, 0.0, 9.1
2022, 3, 20, 9.4, 4.5, 1.7, 76.3, 1.7, 2.8, 0.1, 0.0, 9.1
2022, 3, 21, 12.7, 6.0, 0.3, 60.1, 1.3, 7.4, 0.0, 0.0, 8.4
2022, 3, 22, 13.4, 7.0, 2.4, 51.8, 1.9, 9.2, 0.0, 0.0, 5.9
2022, 3, 23, 10.2, 5.9, 2.9, 68.0, 1.3, 1.7, 0.0, 0.0, 6.5
2022, 3, 24, 16.4, 9.3, 1.6, 61.8, 1.4, 7.0, 0.0, 0.0, 4.3
2022, 3, 25, 19.2, 14.5, 7.8, 65.0, 2.5, 2.6, 14.4, 0.0, 9.3
2022, 3, 26, 16.7, 10.6, 6.7, 86.5, 3.2, 0.0, 16.8, 0.0, 9.1
2022, 3, 27, 15.6, 8.2, 3.4, 62.8, 2.2, 10.2, 0.0, 0.0, 4.0
2022, 3, 28, 15.6, 7.8, 0.8, 47.3, 1.3, 10.7, 0.0, 0.0, 2.8
2022, 3, 29, 18.7, 11.0, 3.5, 54.4, 1.5, 11.3, 0.0, 0.0, 0.0
2022, 3, 30, 20.4, 12.7, 6.3, 77.9, 1.5, 0.7, 1.5, 0.0, 7.8
2022, 3, 31, 13.9, 9.2, 7.0, 84.8, 1.8, 0.0, 0.1, 0.0, 9.4
2022, 4, 1, 16.1, 9.4, 4.7, 62.1, 1.8, 11.4, 0.0, 0.0, 3.4
2022, 4, 2, 13.7, 7.3, 2.4, 58.6, 1.8, 11.4, 0.0, 0.0, 0.3
2022, 4, 3, 17.0, 8.6, 1.4, 56.1, 1.7, 11.6, 0.0, 0.0, 0.0
2022, 4, 4, 17.7, 10.0, 2.8, 48.9, 1.6, 11.8, 0.0, 0.0, 0.0
2022, 4, 5, 17.7, 10.3, 2.6, 38.3, 1.5, 9.8, 0.0, 0.0, 6.0
2022, 4, 6, 20.3, 11.0, 4.6, 56.8, 1.5, 10.9, 0.0, 0.0, 1.4
2022, 4, 7, 16.9, 10.5, 6.6, 59.8, 1.6, 8.4, 2.8, 0.0, 3.6
2022, 4, 8, 22.6, 13.8, 3.9, 40.0, 1.4, 11.9, 0.0, 0.0, 0.1
2022, 4, 9, 26.4, 19.2, 12.1, 37.6, 2.0, 11.0, 0.0, 0.0, 0.8
2022, 4, 10, 25.6, 18.6, 12.4, 44.8, 1.6, 10.5, 0.0, 0.0, 5.3
2022, 4, 11, 27.6, 20.9, 15.2, 61.4, 1.8, 10.9, 0.0, 0.0, 3.1
2022, 4, 12, 26.7, 19.8, 15.0, 72.5, 1.9, 10.9, 0.0, 0.0, 3.1
2022, 4, 13, 18.5, 15.2, 12.0, 92.0, 1.0, 0.0, 30.3, 0.0, 9.8
2022, 4, 14, 17.2, 13.1, 10.4, 76.9, 1.7, 0.2, 0.0, 0.0, 9.1
2022, 4, 15, 19.4, 12.3, 7.9, 63.0, 2.3, 11.9, 0.0, 0.0, 3.1
2022, 4, 16, 19.2, 12.1, 6.5, 55.0, 1.8, 11.4, 0.0, 0.0, 1.9
2022, 4, 17, 20.3, 12.8, 5.2, 48.8, 1.7, 11.9, 0.0, 0.0, 2.5
2022, 4, 18, 22.1, 14.4, 9.4, 43.6, 1.4, 6.1, 0.0, 0.0, 6.9
2022, 4, 19, 23.1, 14.6, 8.4, 43.1, 1.7, 11.8, 0.0, 0.0, 2.3
2022, 4, 20, 22.2, 14.9, 7.5, 43.1, 1.8, 12.2, 0.0, 0.0, 0.0
2022, 4, 21, 20.9, 15.3, 9.5, 49.4, 1.6, 4.5, 0.0, 0.0, 4.6
2022, 4, 22, 26.4, 17.4, 11.2, 67.6, 2.8, 9.7, 0.0, 0.0, 4.3
2022, 4, 23, 25.9, 18.2, 13.2, 69.6, 1.2, 5.9, 0.3, 0.0, 8.9
2022, 4, 24, 26.0, 18.8, 13.8, 73.1, 1.6, 10.1, 0.0, 0.0, 3.3
2022, 4, 25, 26.4, 20.3, 15.0, 67.1, 1.0, 4.9, 11.5, 0.0, 9.0
2022, 4, 26, 20.4, 17.5, 13.7, 89.6, 1.4, 0.0, 27.3, 0.0, 8.3
2022, 4, 27, 22.2, 15.4, 11.2, 59.6, 1.5, 11.5, 0.0, 0.0, 4.8
2022, 4, 28, 24.2, 16.0, 9.0, 57.5, 1.4, 7.5, 0.0, 0.0, 5.4
2022, 4, 29, 18.6, 13.9, 10.8, 69.9, 1.7, 5.5, 12.8, 0.0, 7.5
2022, 4, 30, 17.5, 13.0, 10.3, 73.5, 1.8, 2.5, 0.0, 0.0, 8.5
2022, 5, 1, 18.4, 12.9, 8.1, 54.6, 1.8, 11.9, 0.0, 0.0, 2.0
2022, 5, 2, 19.7, 13.7, 9.3, 52.0, 2.0, 11.4, 0.0, 0.0, 2.1
2022, 5, 3, 21.1, 13.6, 6.0, 52.0, 1.6, 12.7, 0.0, 0.0, 0.0
2022, 5, 4, 25.0, 17.0, 9.1, 45.8, 1.7, 12.6, 0.0, 0.0, 0.0
2022, 5, 5, 26.4, 18.2, 10.7, 56.3, 1.5, 12.7, 0.0, 0.0, 0.0
2022, 5, 6, 26.4, 20.2, 13.5, 60.3, 1.7, 12.0, 0.0, 0.0, 1.5
2022, 5, 7, 22.8, 17.5, 12.7, 65.9, 1.8, 7.4, 0.0, 0.0, 3.5
2022, 5, 8, 24.3, 16.7, 11.1, 59.1, 1.5, 6.4, 0.0, 0.0, 7.1
2022, 5, 9, 23.0, 16.9, 12.3, 63.9, 1.3, 4.3, 0.0, 0.0, 8.0
2022, 5, 10, 26.0, 18.3, 11.4, 46.9, 1.4, 8.1, 0.0, 0.0, 6.8
2022, 5, 11, 24.4, 19.0, 15.1, 55.1, 1.2, 3.7, 0.0, 0.0, 8.8
2022, 5, 12, 26.6, 19.8, 14.7, 62.3, 1.3, 1.8, 0.0, 0.0, 8.5
2022, 5, 13, 21.2, 16.9, 13.8, 67.0, 1.5, 0.2, 0.0, 0.0, 8.0
2022, 5, 14, 20.8, 14.9, 10.2, 49.9, 2.5, 9.8, 0.0, 0.0, 4.5
2022, 5, 15, 21.2, 15.1, 10.3, 41.6, 1.8, 11.4, 0.0, 0.0, 3.6
2022, 5, 16, 23.9, 16.3, 7.9, 40.8, 1.9, 13.1, 0.0, 0.0, 1.0
2022, 5, 17, 27.6, 20.3, 12.2, 43.6, 2.0, 12.9, 0.0, 0.0, 0.3
2022, 5, 18, 28.4, 22.2, 15.6, 37.1, 2.8, 12.6, 0.0, 0.0, 0.1
2022, 5, 19, 26.2, 20.7, 17.0, 37.1, 1.9, 3.6, 0.0, 0.0, 7.8
2022, 5, 20, 26.1, 20.2, 15.5, 55.8, 1.6, 6.8, 0.0, 0.0, 4.4
2022, 5, 21, 25.5, 19.8, 15.0, 71.4, 1.7, 12.7, 0.0, 0.0, 1.8
2022, 5, 22, 27.4, 20.5, 15.2, 69.9, 1.7, 12.6, 0.0, 0.0, 2.1
2022, 5, 23, 29.4, 21.5, 15.9, 62.9, 1.5, 9.5, 0.0, 0.0, 2.3
2022, 5, 24, 30.5, 21.7, 14.6, 57.0, 1.8, 13.0, 0.0, 0.0, 0.0
2022, 5, 25, 27.7, 20.9, 15.5, 61.9, 1.7, 10.0, 0.0, 0.0, 4.5
2022, 5, 26, 25.0, 18.5, 13.8, 61.1, 1.8, 12.1, 3.3, 0.0, 2.3
2022, 5, 27, 25.5, 19.8, 14.0, 58.0, 2.3, 12.2, 0.0, 0.0, 1.4
2022, 5, 28, 29.6, 22.7, 15.3, 45.8, 1.5, 11.7, 0.0, 0.0, 5.3
2022, 5, 29, 31.3, 22.3, 14.3, 53.4, 1.5, 12.8, 0.0, 0.0, 3.9
2022, 5, 30, 23.6, 19.5, 16.5, 81.3, 1.5, 0.2, 3.5, 0.0, 9.4
2022, 5, 31, 27.9, 20.6, 14.0, 52.5, 1.4, 13.3, 0.0, 0.0, 2.1
2022, 6, 1, 31.2, 22.5, 16.6, 44.6, 1.6, 12.3, 0.0, 0.0, 2.6
2022, 6, 2, 27.8, 21.2, 14.2, 63.8, 1.7, 13.1, 0.0, 0.0, 2.4
2022, 6, 3, 31.9, 23.5, 18.8, 67.8, 1.5, 11.1, 0.0, 0.0, 2.3
2022, 6, 4, 32.3, 25.6, 19.3, 49.9, 1.5, 8.4, 0.0, 0.0, 7.8
2022, 6, 5, 24.5, 18.6, 16.3, 79.0, 1.5, 0.0, 15.6, 0.0, 9.0
2022, 6, 6, 24.6, 19.3, 16.2, 85.1, 1.2, 3.1, 2.3, 0.0, 6.9
2022, 6, 7, 20.2, 17.6, 16.7, 92.0, 0.9, 0.1, 36.2, 0.0, 9.4
2022, 6, 8, 24.9, 20.1, 16.2, 76.4, 1.3, 4.1, 0.1, 0.0, 7.9
2022, 6, 9, 27.3, 21.8, 17.5, 72.6, 1.5, 10.1, 0.0, 0.0, 4.5
2022, 6, 10, 29.3, 23.1, 16.6, 63.9, 1.4, 6.7, 0.0, 0.0, 7.1
2022, 6, 11, 31.2, 23.3, 18.6, 69.0, 1.4, 7.0, 0.0, 0.0, 5.3
2022, 6, 12, 28.3, 22.6, 18.7, 72.4, 1.5, 7.6, 0.0, 0.0, 5.9
2022, 6, 13, 28.2, 22.7, 18.6, 63.9, 1.6, 6.4, 0.0, 0.0, 8.0
2022, 6, 14, 20.7, 18.0, 16.3, 84.8, 1.5, 0.0, 6.1, 0.0, 9.8
2022, 6, 15, 25.6, 20.8, 16.4, 78.5, 2.2, 3.6, 5.5, 0.0, 8.9
2022, 6, 16, 26.3, 21.9, 18.3, 65.3, 1.8, 8.4, 0.0, 0.0, 5.9
2022, 6, 17, 29.3, 23.1, 17.9, 73.1, 1.3, 5.6, 0.0, 0.0, 7.9
2022, 6, 18, 28.7, 24.0, 20.6, 78.1, 1.5, 6.5, 0.1, 0.0, 8.3
2022, 6, 19, 29.7, 24.8, 21.0, 76.4, 1.2, 7.6, 0.0, 0.0, 5.5
2022, 6, 20, 32.3, 25.9, 21.2, 74.1, 1.4, 10.9, 0.0, 0.0, 1.8
2022, 6, 21, 33.0, 25.7, 21.7, 76.8, 1.7, 11.5, 0.0, 0.0, 3.4
2022, 6, 22, 32.3, 26.1, 21.1, 71.3, 1.4, 11.7, 0.0, 0.0, 3.6
2022, 6, 23, 29.6, 25.2, 22.1, 85.3, 1.8, 1.9, 36.9, 0.0, 8.0
2022, 6, 24, 28.5, 24.4, 21.8, 85.9, 2.3, 5.1, 59.2, 0.0, 7.3
2022, 6, 25, 32.2, 27.6, 22.8, 70.6, 1.8, 8.5, 0.0, 0.0, 4.0
2022, 6, 26, 32.2, 28.1, 25.2, 71.3, 2.0, 3.6, 0.0, 0.0, 7.4
2022, 6, 27, 30.1, 28.1, 26.3, 73.4, 2.1, 1.2, 0.2, 0.0, 9.8
2022, 6, 28, 31.2, 28.7, 27.3, 67.4, 2.6, 2.4, 0.0, 0.0, 8.6
2022, 6, 29, 30.4, 27.7, 24.8, 76.1, 2.2, 1.1, 0.7, 0.0, 9.9
2022, 6, 30, 30.7, 27.8, 24.7, 75.3, 1.6, 1.0, 1.3, 0.0, 7.6
2022, 7, 1, 33.2, 28.3, 24.2, 72.8, 1.5, 10.6, 0.6, 0.0, 4.3
2022, 7, 2, 34.1, 28.5, 23.4, 70.3, 1.3, 12.9, 0.0, 0.0, 3.6
2022, 7, 3, 33.5, 28.1, 24.5, 73.6, 1.0, 8.3, 13.1, 0.0, 6.1
2022, 7, 4, 32.1, 27.4, 24.0, 78.8, 1.2, 3.7, 26.7, 0.0, 7.4
2022, 7, 5, 30.7, 27.2, 24.5, 83.3, 0.9, 1.2, 0.1, 0.0, 8.5
2022, 7, 6, 34.7, 29.8, 25.4, 69.5, 1.9, 7.6, 0.0, 0.0, 6.4
2022, 7, 7, 34.3, 30.0, 27.2, 69.0, 2.6, 7.2, 0.0, 0.0, 7.1
2022, 7, 8, 30.6, 26.9, 24.3, 81.5, 2.1, 4.9, 5.0, 0.0, 7.6
2022, 7, 9, 31.0, 26.5, 23.5, 78.1, 1.2, 2.4, 0.0, 0.0, 7.0
2022, 7, 10, 34.2, 28.1, 24.3, 76.4, 1.2, 7.5, 9.4, 0.0, 7.6
2022, 7, 11, 30.9, 26.3, 24.1, 86.6, 1.0, 1.5, 9.2, 0.0, 8.3
2022, 7, 12, 30.7, 27.6, 25.2, 82.5, 1.0, 0.9, 0.0, 0.0, 8.3
2022, 7, 13, 27.3, 26.1, 24.7, 79.0, 2.1, 0.0, 4.0, 0.0, 10.0
2022, 7, 14, 28.3, 25.4, 23.8, 85.6, 1.9, 1.8, 2.7, 0.0, 8.5
2022, 7, 15, 30.5, 25.8, 22.1, 74.4, 1.2, 9.7, 0.0, 0.0, 5.5
2022, 7, 16, 30.6, 26.1, 22.9, 73.9, 1.8, 8.8, 0.0, 0.0, 6.0
2022, 7, 17, 29.7, 26.3, 23.4, 75.3, 1.5, 4.7, 0.0, 0.0, 8.4
2022, 7, 18, 26.5, 23.4, 21.4, 93.8, 1.1, 0.0, 80.0, 0.0, 9.5
2022, 7, 19, 29.5, 24.9, 21.7, 84.9, 1.6, 4.4, 1.7, 0.0, 8.0
2022, 7, 20, 32.1, 26.9, 22.8, 77.1, 1.1, 8.4, 1.1, 0.0, 7.9
2022, 7, 21, 27.2, 24.6, 22.9, 83.5, 2.9, 0.9, 6.9, 0.0, 9.3
2022, 7, 22, 29.0, 25.4, 22.8, 75.6, 1.9, 9.2, 0.0, 0.0, 4.0
2022, 7, 23, 28.7, 25.1, 21.2, 76.1, 1.9, 2.7, 1.3, 0.0, 7.5
2022, 7, 24, 26.6, 24.8, 22.8, 88.0, 2.0, 0.1, 2.5, 0.0, 9.6
2022, 7, 25, 30.6, 26.4, 23.3, 79.9, 1.5, 8.3, 0.0, 0.0, 6.0
2022, 7, 26, 32.4, 27.4, 22.7, 79.4, 1.4, 10.4, 0.0, 0.0, 3.5
2022, 7, 27, 33.2, 28.2, 24.1, 68.8, 1.5, 11.5, 0.0, 0.0, 4.8
2022, 7, 28, 34.8, 29.1, 22.7, 66.5, 1.6, 11.8, 0.0, 0.0, 2.6
2022, 7, 29, 35.6, 30.5, 25.9, 64.9, 1.3, 9.0, 0.0, 0.0, 4.0
2022, 7, 30, 32.9, 28.8, 24.7, 70.4, 1.8, 4.3, 0.1, 0.0, 6.6
2022, 7, 31, 29.0, 26.3, 24.7, 89.0, 1.4, 0.0, 19.6, 0.0, 10.0
2022, 8, 1, 33.1, 28.9, 25.8, 76.6, 2.2, 3.0, 1.5, 0.0, 9.0
2022, 8, 2, 32.2, 28.1, 25.4, 81.1, 2.0, 5.4, 1.6, 0.0, 6.4
2022, 8, 3, 32.2, 28.6, 25.6, 79.4, 1.7, 7.2, 3.6, 0.0, 5.9
2022, 8, 4, 32.6, 28.6, 26.1, 80.9, 1.6, 7.5, 0.2, 0.0, 6.0
2022, 8, 5, 32.4, 28.6, 26.0, 82.1, 1.5, 5.3, 1.6, 0.0, 7.3
2022, 8, 6, 34.1, 29.7, 26.9, 76.5, 1.4, 9.4, 0.0, 0.0, 5.1
2022, 8, 7, 34.7, 29.4, 26.3, 79.5, 1.2, 6.0, 1.2, 0.0, 6.0
2022, 8, 8, 31.0, 29.1, 27.1, 70.6, 1.7, 0.0, 0.0, 0.0, 9.0
2022, 8, 9, 31.7, 29.0, 27.0, 70.8, 2.2, 0.9, 0.0, 0.0, 9.4
2022, 8, 10, 30.2, 27.8, 25.2, 79.9, 1.7, 0.1, 18.2, 0.0, 9.9
2022, 8, 11, 26.7, 25.4, 23.4, 91.3, 1.3, 0.0, 96.5, 0.0, 10.0
2022, 8, 12, 31.4, 27.2, 24.6, 80.5, 1.2, 5.1, 6.7, 0.0, 7.3
2022, 8, 13, 30.4, 26.9, 24.4, 84.5, 1.2, 1.6, 4.2, 0.0, 8.5
2022, 8, 14, 33.3, 29.2, 26.1, 74.0, 1.8, 4.5, 0.0, 0.0, 8.3
2022, 8, 15, 32.7, 29.6, 27.0, 69.8, 2.4, 2.3, 0.0, 0.0, 8.3
2022, 8, 16, 28.9, 25.7, 23.2, 92.1, 1.4, 0.0, 116.2, 0.0, 9.8
2022, 8, 17, 30.4, 25.8, 23.1, 81.4, 1.5, 6.4, 0.0, 0.0, 5.8
2022, 8, 18, 31.0, 25.8, 20.8, 73.0, 1.3, 8.5, 0.0, 0.0, 4.4
2022, 8, 19, 31.8, 27.4, 22.0, 76.3, 1.9, 2.2, 0.0, 0.0, 7.9
2022, 8, 20, 29.9, 26.4, 24.4, 86.0, 1.4, 3.2, 31.1, 0.0, 7.4
2022, 8, 21, 31.9, 26.8, 23.3, 79.6, 1.1, 6.9, 0.0, 0.0, 6.0
2022, 8, 22, 32.2, 27.7, 24.0, 75.5, 1.1, 7.6, 0.0, 0.0, 6.5
2022, 8, 23, 27.5, 25.3, 24.3, 89.5, 1.1, 0.0, 7.1, 0.0, 10.0
2022, 8, 24, 27.4, 23.5, 21.8, 90.6, 0.8, 2.1, 3.9, 0.0, 8.6
2022, 8, 25, 29.3, 23.8, 20.7, 70.5, 1.5, 4.6, 0.0, 0.0, 7.3
2022, 8, 26, 28.3, 23.3, 17.7, 71.4, 1.3, 11.1, 0.0, 0.0, 4.1
2022, 8, 27, 25.9, 21.8, 18.2, 68.9, 1.8, 7.6, 0.0, 0.0, 4.6
2022, 8, 28, 28.7, 22.3, 16.2, 62.1, 1.1, 9.8, 0.0, 0.0, 7.1
2022, 8, 29, 23.1, 21.2, 19.7, 78.3, 1.1, 0.0, 0.3, 0.0, 9.1
2022, 8, 30, 24.2, 21.7, 20.3, 91.6, 1.0, 0.0, 9.7, 0.0, 10.0
2022, 8, 31, 24.4, 21.6, 20.2, 91.3, 0.9, 0.0, 7.7, 0.0, 8.9
2022, 9, 1, 26.6, 22.1, 19.0, 85.5, 1.0, 2.3, 0.0, 0.0, 7.5
2022, 9, 2, 27.7, 23.0, 18.2, 74.9, 1.6, 4.0, 0.0, 0.0, 6.6
2022, 9, 3, 29.4, 25.3, 20.4, 68.4, 2.4, 4.0, 0.0, 0.0, 7.4
2022, 9, 4, 31.4, 26.4, 22.5, 74.1, 1.4, 0.9, 0.3, 0.0, 9.3
2022, 9, 5, 25.7, 23.0, 19.3, 95.4, 1.6, 0.0, 32.9, 0.0, 10.0
2022, 9, 6, 25.3, 20.7, 17.4, 83.3, 3.6, 5.6, 30.4, 0.0, 5.6
2022, 9, 7, 28.0, 22.2, 17.0, 72.4, 1.2, 9.0, 0.0, 0.0, 2.0
2022, 9, 8, 28.8, 22.2, 15.8, 68.8, 1.1, 10.5, 0.0, 0.0, 4.9
2022, 9, 9, 30.0, 23.4, 18.2, 65.3, 1.0, 9.3, 0.0, 0.0, 5.0
2022, 9, 10, 27.6, 22.7, 18.8, 65.6, 1.2, 2.1, 0.0, 0.0, 8.0
2022, 9, 11, 29.5, 24.2, 18.9, 64.6, 1.1, 9.4, 0.0, 0.0, 6.1
2022, 9, 12, 25.8, 23.2, 20.8, 85.8, 0.7, 0.0, 0.6, 0.0, 10.0
2022, 9, 13, 28.1, 24.2, 21.5, 80.1, 0.8, 0.3, 0.1, 0.0, 9.8
2022, 9, 14, 28.7, 25.6, 21.8, 53.8, 2.7, 6.5, 0.0, 0.0, 7.1
